,province,city,year,month,day,average,max,min,rain
,江苏,南京,2016,4,24,16.2,17.8,14.6,0
,江苏,南京,2016,4,25,16.2,18.8,15.3,0
,江苏,南京,2016,4,26,14.5,15.7,13.1,4
,江苏,南京,2016,4,27,14.6,18.4,11.3,4.2
,江苏,南京,2016,4,28,18.1,24,13.9,0
,江苏,南京,2016,4,29,19.9,25.6,13.8,0
,江苏,南京,2016,4,30,21.7,28.4,14.9,0
,江苏,南京,2016,5,1,23.5,30.2,16.8,0
,江苏,南京,2016,5,2,22.1,24.3,20.3,10.3
,江苏,南京,2016,5,3,20.3,25.3,14.9,1.6
,江苏,南京,2016,5,4,22.1,29.2,14.1,0
,江苏,南京,2016,5,5,21.3,23.8,19.6,3.6
,江苏,南京,2016,5,6,23.5,31.2,19.6,0
,江苏,南京,2016,5,7,17.2,22.6,13.4,0
,江苏,南京,2016,5,8,14.7,16,13.5,1.7
,江苏,南京,2016,5,9,15.4,17.1,13.6,3.8
,江苏,南京,2016,5,10,17.3,22.7,13.7,8.6
,江苏,南京,2016,5,11,19.7,26.2,13.1,0
,江苏,南京,2016,5,12,23.2,31.4,15.8,0
,江苏,南京,2016,5,13,17.9,25.5,16.7,0
,江苏,南京,2016,5,14,21.3,27.7,15.5,0
,江苏,南京,2016,5,15,16.7,23.6,14.4,28.9
,江苏,南京,2016,5,16,18.8,24.6,14.3,0.1
,江苏,南京,2016,5,17,19.3,24.7,12.9,0
,江苏,南京,2016,5,18,20,25.2,14.6,0
,江苏,南京,2016,5,19,21.8,27.3,16.2,0
,江苏,南京,2016,5,20,18.6,22.9,14.7,8.9
,江苏,南京,2016,5,21,17.7,18.2,14.8,25.8
,江苏,南京,2016,5,22,17,18.8,16.1,0.5
,江苏,南京,2016,5,23,18.9,23.1,16.1,0
,江苏,南京,2016,5,24,21.8,26.7,17.6,0
,江苏,南京,2016,5,25,23.5,29.8,17.3,0
,江苏,南京,2016,5,26,23.9,26.4,22.6,2
,江苏,南京,2016,5,27,19.4,23.2,18.7,21.7
,江苏,南京,2016,5,28,19.2,20.8,18.3,1.3
,江苏,南京,2016,5,29,20.5,24.1,18,0.1
,江苏,南京,2016,5,30,23.1,27.2,18.1,0
,江苏,南京,2016,5,31,24.2,29.3,21.1,0.7
,江苏,南京,2016,6,1,20.5,23.9,19.7,35.7
,江苏,南京,2016,6,2,19.7,21.2,16.3,0
,江苏,南京,2016,6,3,18.7,20.8,17.7,11.2
,江苏,南京,2016,6,4,19.4,23,17.8,0.8
,江苏,南京,2016,6,5,20.2,25.4,15.7,0
,江苏,南京,2016,6,6,22.6,25.9,19.2,0
,江苏,南京,2016,6,7,23.9,28.2,19.9,0
,江苏,南京,2016,6,8,21.8,23.9,21.5,6.7
,江苏,南京,2016,6,9,22,25.3,19.7,0
,江苏,南京,2016,6,10,24.4,28.9,20.6,0
,江苏,南京,2016,6,11,27.3,31.3,23.2,0
,江苏,南京,2016,6,12,24,27.7,22.2,11.6
,江苏,南京,2016,6,13,25.1,29.8,20.1,0
,江苏,南京,2016,6,14,27.5,32,22.2,0
,江苏,南京,2016,6,15,26.6,29.5,23.5,0
,江苏,南京,2016,6,16,25.2,29.5,22,0.2
,江苏,南京,2016,6,17,25.8,30.9,19.8,0
,江苏,南京,2016,6,18,28,32.4,22.4,0
,江苏,南京,2016,6,19,28,30.3,26.4,0
,江苏,南京,2016,6,20,25.1,28.4,23.4,4.5
,江苏,南京,2016,6,21,26.2,28.7,24.2,1.1
,江苏,南京,2016,6,22,27.6,30.4,24.7,28.8
,江苏,南京,2016,6,23,29.8,34.9,25,0
,江苏,南京,2016,6,24,25.1,32.3,21.3,39.7
,江苏,南京,2016,6,25,20.9,21.9,19.6,9.6
,江苏,南京,2016,6,26,22.5,27.6,18.4,0
,江苏,南京,2016,6,27,20.9,23.4,20.1,33.5
,江苏,南京,2016,6,28,21.9,23.1,20.5,2.8
,江苏,南京,2016,6,29,25.1,30.2,21.1,0
,江苏,南京,2016,6,30,28.5,31.8,24.2,0
,江苏,南京,2016,7,1,24.2,26.7,22.8,116.8
,江苏,南京,2016,7,2,22.9,23.8,22.1,35.7
,江苏,南京,2016,7,3,23.4,24.6,22.8,16.7
,江苏,南京,2016,7,4,24.5,27,22.7,71.1
,江苏,南京,2016,7,5,24,25.6,22.8,70.9
,江苏,南京,2016,7,6,24.9,27.2,23.6,2.3
,江苏,南京,2016,7,7,26,31.4,22.4,66
,江苏,南京,2016,7,8,27.8,31.3,24.9,0
,江苏,南京,2016,7,9,27.1,29.4,24.5,0
,江苏,南京,2016,7,10,26.5,29,24.7,0
,江苏,南京,2016,7,11,26.9,29.2,25.5,0
,江苏,南京,2016,7,12,28.7,33.9,25.3,0
,江苏,南京,2016,7,13,28.6,33,26.8,8.5
,江苏,南京,2016,7,14,26.5,27.9,26.1,60
,江苏,南京,2016,7,15,27,32,25.2,29.3
,江苏,南京,2016,7,16,24.9,27.6,21.8,0
,江苏,南京,2016,7,17,27.3,31.8,22.7,0
,江苏,南京,2016,7,18,28.8,31.9,26,0
,江苏,南京,2016,7,19,28.2,31.9,25.7,0
,江苏,南京,2016,7,20,30.8,35.1,26.5,0
,江苏,南京,2016,7,21,32.1,35.3,27.1,0
,江苏,南京,2016,7,22,33,37.2,29.4,0
,江苏,南京,2016,7,23,33.4,37.4,28.1,0
,江苏,南京,2016,7,24,33.5,37.8,28.7,0
,江苏,南京,2016,7,25,33.7,38.4,29.5,0
,江苏,南京,2016,7,26,33.9,38.3,29,0
,江苏,南京,2016,7,27,33.5,38.4,30.3,0
,江苏,南京,2016,7,28,33.8,38.5,29.7,0
,江苏,南京,2016,7,29,34.2,37.8,29.6,0
,江苏,南京,2016,7,30,33,37.6,29.7,0
,江苏,南京,2016,7,31,31.5,35.4,28.1,0
,江苏,南京,2016,8,1,31,34.9,27.1,0
,江苏,南京,2016,8,2,29.7,35.8,28.2,3.3
,江苏,南京,2016,8,3,26.7,30.6,24.5,20.6
,江苏,南京,2016,8,4,26.9,31.6,24.9,17.5
,江苏,南京,2016,8,5,28.2,32.5,25.9,0
,江苏,南京,2016,8,6,28.8,34.2,26,17.9
,江苏,南京,2016,8,7,29.9,33.9,26.4,0
,江苏,南京,2016,8,8,30,33.5,25.9,0
,江苏,南京,2016,8,9,29.8,33.7,26.3,0
,江苏,南京,2016,8,10,29.8,33.1,27.2,0.2
,江苏,南京,2016,8,11,30.9,34.5,27.5,0
,江苏,南京,2016,8,12,31,35,26.6,0
,江苏,南京,2016,8,13,31.6,35.5,27.8,0
,江苏,南京,2016,8,14,31.7,35.6,27.8,0
,江苏,南京,2016,8,15,31.3,36,27.3,0
,江苏,南京,2016,8,16,31.3,35.4,27.7,0
,江苏,南京,2016,8,17,30.5,34.7,26.8,0
,江苏,南京,2016,8,18,31.1,36,26.4,0
,江苏,南京,2016,8,19,32.4,36.7,28.4,0
,江苏,南京,2016,8,20,30.3,35.7,29.6,0.2
,江苏,南京,2016,8,21,28.2,32,26.4,19
,江苏,南京,2016,8,22,30,34.2,27.6,0
,江苏,南京,2016,8,23,29.6,33.1,26.8,0
,江苏,南京,2016,8,24,29.3,34.4,25,0
,江苏,南京,2016,8,25,29.4,34.3,24.8,0
,江苏,南京,2016,8,26,25.9,27.9,24.3,0
,江苏,南京,2016,8,27,24.6,29.3,21.5,0
,江苏,南京,2016,8,28,25.3,31.3,19.4,0
,江苏,南京,2016,8,29,25.2,30.4,20.4,0
,江苏,南京,2016,8,30,25.1,31,20.4,0
,江苏,南京,2016,8,31,25.7,31.2,19.4,0
,江苏,南京,2016,9,1,28.1,33.2,21.5,0
,江苏,南京,2016,9,2,28.5,34.7,23.4,0
,江苏,南京,2016,9,3,28.4,34.3,21.9,0
,江苏,南京,2016,9,4,27.8,32,25.1,0
,江苏,南京,2016,9,5,28.2,32.7,23.9,0
,江苏,南京,2016,9,6,23.6,25.9,23.2,0.8
,江苏,南京,2016,9,7,22.3,26.7,19.5,2.7
,江苏,南京,2016,9,8,24.7,30.6,20.3,0
,江苏,南京,2016,9,9,26.9,32.4,21.8,0
,江苏,南京,2016,9,10,26.2,31.2,23.9,0
,江苏,南京,2016,9,11,23.6,26.6,23.2,0
,江苏,南京,2016,9,12,24.5,30.1,19.6,0
,江苏,南京,2016,9,13,26.2,31.4,21.7,0
,江苏,南京,2016,9,14,23.1,27.9,21.4,0
,江苏,南京,2016,9,15,21.9,22.9,21,39
,江苏,南京,2016,9,16,22,22.5,21.6,67.2
,江苏,南京,2016,9,17,24.1,28.2,21.3,0
,江苏,南京,2016,9,18,23.6,28.3,19.9,0
,江苏,南京,2016,9,19,22.4,26.4,19.1,0
,江苏,南京,2016,9,20,21.2,26.3,17.2,0
,江苏,南京,2016,9,21,20.7,24.4,18.3,0
,江苏,南京,2016,9,22,22.6,27.4,18.4,0
,江苏,南京,2016,9,23,22.8,28.4,19,0
,江苏,南京,2016,9,24,24,29.1,19.5,0
,江苏,南京,2016,9,25,24.6,29.4,21.4,0
,江苏,南京,2016,10,8,19.5,23,17.6,0.4
,江苏,南京,2016,10,9,17.2,20.7,13.4,0
,江苏,南京,2016,10,10,17.7,21.6,14.1,0
,江苏,南京,2016,10,12,17.8,20.1,15.4,1.2
,江苏,南京,2016,10,13,17.7,18.8,17.6,0.5
,江苏,南京,2016,10,14,17,18.7,15.4,0.5
,江苏,南京,2016,10,15,18.6,21.3,16.3,12.6
,江苏,南京,2016,10,16,20.1,22.7,19,0
,江苏,南京,2016,10,17,19.5,22.5,17.3,0
,江苏,南京,2016,10,18,20.7,23.7,18.5,0
,江苏,南京,2016,10,19,20.1,21.8,19.2,0
,江苏,南京,2016,10,20,19.8,20.4,19.1,22.3
,江苏,南京,2016,10,21,20.4,21.3,19,19.7
,江苏,南京,2016,10,22,20.6,21.1,20.5,61.5
,江苏,南京,2016,10,23,16.5,20.5,15.9,1.5
,江苏,南京,2016,10,24,99999.9,22.2,16.1,0
,江苏,南京,2016,10,25,15,19.1,14,0.4
,江苏,南京,2016,10,26,16.3,18.1,15,71.6
,江苏,南京,2016,10,27,15.8,17,14.4,30.1
,江苏,南京,2016,10,28,14.2,17,12.8,7.5
,江苏,南京,2016,10,30,12.7,17.4,8.8,0.4
,江苏,南京,2016,10,31,12.8,14.5,12.5,16.5
,江苏,南京,2016,11,1,11,14.7,8.8,0
,江苏,南京,2016,11,2,11.2,16.8,8.7,0
,江苏,南京,2016,11,3,11.5,18.6,6.7,0
,江苏,南京,2016,11,4,13.6,20.6,8.4,0
,江苏,南京,2016,11,5,15.6,23.8,10,0
,江苏,南京,2016,11,6,16.9,22.6,11.9,0
,江苏,南京,2016,11,7,16,17.8,15.8,14.6
,江苏,南京,2016,11,8,10,14.4,9,4
,江苏,南京,2016,11,9,9.4,12.2,6.9,0
,江苏,南京,2016,11,10,10,13.4,8,0.5
,江苏,南京,2016,11,11,12,18.3,6.3,0
,江苏,南京,2016,11,12,13.4,18.4,10.3,0
,江苏,南京,2016,11,13,16.3,21,11.7,0
,江苏,南京,2016,11,14,17,22,13.9,0
,江苏,南京,2016,11,15,14.5,18.2,12.9,0
,江苏,南京,2016,11,16,13.3,16.8,10.1,0
,江苏,南京,2016,11,17,13.8,14.5,13.1,12.6
,江苏,南京,2016,11,18,15.6,17.3,13.8,13.3
,江苏,南京,2016,11,19,17.3,18,16.5,0.2
,江苏,南京,2016,11,20,15.5,17.2,15.2,1.1
,江苏,南京,2016,11,21,15,16.4,14,19.7
,江苏,南京,2016,11,22,6.4,14.8,4.4,3.8
,江苏,南京,2016,11,23,0.4,2,0,10.2
,江苏,南京,2016,11,24,0.7,3.8,-2,0
,江苏,南京,2016,11,25,4.5,7.1,1.3,0
,江苏,南京,2016,11,26,5.5,9.7,4,14.6
,江苏,南京,2016,11,27,6.9,14,2.5,0
,江苏,南京,2016,11,28,7.4,13,3.4,0
,江苏,南京,2016,11,29,8.2,11.4,5.2,0
,江苏,南京,2016,11,30,9,12,7.1,0.8
,江苏,南京,2016,12,1,9.2,14.9,4.1,0
,江苏,南京,2016,12,2,9.6,13.8,6.2,0
,江苏,南京,2016,12,3,9.8,14.6,5.8,0
,江苏,南京,2016,12,4,11.8,17.6,8.5,0.9
,江苏,南京,2016,12,5,10.9,19.5,5.8,0
,江苏,南京,2016,12,6,6.4,11.1,2.3,0
,江苏,南京,2016,12,7,8.1,15.4,2.5,0
,江苏,南京,2016,12,8,10.1,17.7,4.3,0
,江苏,南京,2016,12,9,9.6,13.1,6.3,0
,江苏,南京,2016,12,10,8.6,12,6.3,0
,江苏,南京,2016,12,11,8.5,12.1,5.5,0
,江苏,南京,2016,12,12,10.9,14.4,8.1,0.3
,江苏,南京,2016,12,13,9.5,11.9,9.4,11
,江苏,南京,2016,12,14,4,7.7,2.7,0.1
,江苏,南京,2016,12,15,2.4,7.6,-1.1,0
,江苏,南京,2016,12,16,3.2,9.5,0,0
,江苏,南京,2016,12,17,4.8,12.5,-0.4,0
,江苏,南京,2016,12,18,8.2,15.1,3.3,0
,江苏,南京,2016,12,19,11.7,17.8,6.1,0
,江苏,南京,2016,12,20,10.3,12.5,8.2,5.2
,江苏,南京,2016,12,21,10.1,11.6,10.2,28.1
,江苏,南京,2016,12,22,8.1,11.1,7,0
,江苏,南京,2016,12,23,5.9,10.9,2.7,0
,江苏,南京,2016,12,24,5.8,7.9,3.5,0
,江苏,南京,2016,12,25,8,9.2,7,11.4
,江苏,南京,2016,12,26,7.5,9.2,7.6,8.8
,江苏,南京,2016,12,27,3.6,5.7,2.9,0
,江苏,南京,2016,12,28,1.5,5.7,-2.5,0
,江苏,南京,2016,12,29,1.7,6.4,-0.8,0
,江苏,南京,2016,12,30,3.1,8.9,-0.4,0
,江苏,南京,2016,12,31,4.9,12.1,-0.1,0
,江苏,南京,2017,1,1,8.3,12.6,4.2,0
,江苏,南京,2017,1,2,9.9,14,8.5,0
,江苏,南京,2017,1,12,6.4,9.6,5,0
,江苏,南京,2017,1,13,5.5,11.5,1.7,0
,江苏,南京,2017,1,14,3.3,7.4,-0.4,0
,江苏,南京,2017,1,15,2.8,6.3,0.5,0
,江苏,南京,2017,1,16,2.8,7.2,-0.7,0
,江苏,南京,2017,1,17,4.7,7.6,2,0
,江苏,南京,2017,1,18,5.8,6.7,5.5,3.7
,江苏,南京,2017,1,19,6,7,4.9,0.1
,江苏,南京,2017,1,20,1,6.1,-0.9,0
,江苏,南京,2017,1,21,1.3,7.6,-4.6,0
,江苏,南京,2017,1,22,2.2,7.2,-2.1,0
,江苏,南京,2017,1,23,2.4,7.4,-1.4,0
,江苏,南京,2017,1,24,3.5,8.2,-0.7,0
,江苏,南京,2017,1,25,5.6,10.4,2.8,0
,江苏,南京,2017,1,26,6.5,15.1,0.7,0
,江苏,南京,2017,1,27,6,8.9,3.3,0
,江苏,南京,2017,1,28,7.9,14,2.9,0
,江苏,南京,2017,1,29,7.7,10,7.6,0.4
,江苏,南京,2017,1,30,1.2,5.2,-1.1,0
,江苏,南京,2017,1,31,1.7,5.9,-2.5,0
,江苏,南京,2017,2,1,2.5,5.2,1.4,0
,江苏,南京,2017,2,2,3.3,6.7,0.3,0
,江苏,南京,2017,2,3,4.5,5.4,3.6,3
,江苏,南京,2017,2,4,6.2,8.1,4.8,0.1
,江苏,南京,2017,2,5,7.6,11.9,6.3,0
,江苏,南京,2017,2,6,6,9.7,3.2,0
,江苏,南京,2017,2,7,4.2,7.2,1,0
,江苏,南京,2017,2,8,1.8,5.9,1.2,6.3
,江苏,南京,2017,2,9,2.3,5.8,-0.1,0
,江苏,南京,2017,2,10,2.6,6.7,-2.3,0
,江苏,南京,2017,2,11,3.3,9.6,-3,0
,江苏,南京,2017,2,12,4.6,13,-2.3,0
,江苏,南京,2017,2,13,7.7,16.2,1.6,0
,江苏,南京,2017,2,14,9.8,15.6,5.4,0
,江苏,南京,2017,2,15,10.3,18.4,4.9,0
,江苏,南京,2017,2,16,12.6,21.2,7.5,1.2
,江苏,南京,2017,2,17,8.3,15,7.4,0
,江苏,南京,2017,2,18,7.2,14.2,2.2,0
,江苏,南京,2017,2,19,12,21.9,4.4,0
,江苏,南京,2017,2,20,8.7,16.9,5.4,2.9
,江苏,南京,2017,2,21,4.8,8,1.7,0.1
,江苏,南京,2017,2,22,3.4,7.7,2,25.2
,江苏,南京,2017,2,23,3.5,7.1,0.8,0
,江苏,南京,2017,2,24,5.3,11.2,0.6,0
,江苏,南京,2017,2,25,6.7,13.3,0.4,0
,江苏,南京,2017,2,26,9.2,15.3,5.1,0
,江苏,南京,2017,2,27,9.3,16,4.7,0
,江苏,南京,2017,2,28,10.8,16.6,5.3,0
,江苏,南京,2017,3,1,10.9,16.5,7.4,0.1
,江苏,南京,2017,3,2,6.2,12,-0.3,0
,江苏,南京,2017,3,3,9,16,1.9,0
,江苏,南京,2017,3,4,12.2,18.8,4.8,0
,江苏,南京,2017,3,5,13,16.7,9.8,1.2
,江苏,南京,2017,3,6,8.6,14.5,4.3,0
,江苏,南京,2017,3,7,9.3,15.8,2.5,0
,江苏,南京,2017,3,8,8.6,14.4,2.4,0
,江苏,南京,2017,3,9,10.5,18.6,2.9,0
,江苏,南京,2017,3,10,13.8,19.1,10.1,0
,江苏,南京,2017,3,11,12.7,18.5,9.2,0
,江苏,南京,2017,3,12,11.7,14.9,10.5,6.9
,江苏,南京,2017,3,13,99999.9,11.6,8.6,1.2
,江苏,南京,2017,3,14,8.5,13.6,2.3,0
,江苏,南京,2017,3,15,9.9,15.2,4,0
,江苏,南京,2017,3,16,10.3,13.6,8,0
,江苏,南京,2017,3,17,9.8,14.3,5.4,0
,江苏,南京,2017,3,18,9.6,11.6,7.9,0.7
,江苏,南京,2017,3,19,9.2,11.1,7.9,1.3
,江苏,南京,2017,3,20,9,10.3,8.4,8
,江苏,南京,2017,3,21,10.9,15.6,8,0.2
,江苏,南京,2017,3,22,7.5,11.6,7.2,6.4
,江苏,南京,2017,3,23,7.9,9.1,6.9,0.3
,江苏,南京,2017,3,24,7.8,9.3,6.7,13.3
,江苏,南京,2017,3,25,10.5,14.9,5.7,0
,江苏,南京,2017,3,26,12,18.5,5.5,0
,江苏,南京,2017,3,27,99999.9,21.7,4.5,0
,江苏,南京,2017,3,28,15.7,22.1,10.3,0
,江苏,南京,2017,3,29,12.9,19,9.1,0
,江苏,南京,2017,3,30,10.5,13.6,9.4,6.5
,江苏,南京,2017,3,31,11.5,16.4,7.3,5.6
,江苏,南京,2017,4,1,12.6,18.7,6.3,0
,江苏,南京,2017,4,2,15.4,22.7,7.8,0
,江苏,南京,2017,4,3,17.2,24.5,10,0
,江苏,南京,2017,4,4,17.5,21.5,14.4,0
,江苏,南京,2017,4,5,16.7,19.3,14.1,2.4
,江苏,南京,2017,4,6,15.8,18.1,14.8,16.6
,江苏,南京,2017,4,7,16,18.9,13.7,0.3
,江苏,南京,2017,4,8,17.5,21.2,15.3,0
,江苏,南京,2017,4,9,11.6,18.6,10.7,47.8
,江苏,南京,2017,4,10,8.2,11.6,7.3,13.3
,江苏,南京,2017,4,11,11.1,16.2,7.5,1
,江苏,南京,2017,4,12,14.8,20,11.1,0
,江苏,南京,2017,4,13,16.3,23.9,8.6,0
,江苏,南京,2017,4,14,20.3,27.6,12.6,0
,江苏,南京,2017,4,15,22.2,29.5,14.1,0
,江苏,南京,2017,4,16,23.5,30.1,18.9,23.6
,江苏,南京,2017,4,17,21.1,25.2,17.4,10.8
,江苏,南京,2017,4,18,99999.9,27.2,17.5,0
,江苏,南京,2017,4,19,19.9,27,13.6,0
,江苏,南京,2017,4,20,19.5,21.8,18,0.1
,江苏,南京,2017,4,21,19.5,23,16.5,0
,江苏,南京,2017,4,22,16.8,22.3,11.3,0
,江苏,南京,2017,4,23,18.1,23.9,11.7,0
,江苏,南京,2017,4,24,20.1,27.5,13,0
,江苏,南京,2017,4,25,19.8,23,17.9,0.8
,江苏,南京,2017,4,26,17.1,19.4,15.6,1.2
,江苏,南京,2017,4,27,17.1,22.6,12.5,0
,江苏,南京,2017,4,28,19,26.1,10.7,0
,江苏,南京,2017,4,29,22.5,28.9,15.6,0
,江苏,南京,2017,4,30,22.7,29.3,14.3,0
,江苏,南京,2017,5,1,22.6,29.5,18.5,0
,江苏,南京,2017,5,2,17.5,21.2,16,4.9
,江苏,南京,2017,5,3,19,22,16.8,0
,江苏,南京,2017,5,4,19,20.5,18,24.5
,江苏,南京,2017,5,5,20.7,25.6,17.8,0
,江苏,南京,2017,5,6,20.7,25.3,16.9,0
,江苏,南京,2017,5,7,22.5,26.6,19.2,0
,江苏,南京,2017,5,8,16.6,22.3,14.3,7.9
,江苏,南京,2017,5,9,18.9,24.3,14.7,0.1
,江苏,南京,2017,5,10,99999.9,31.6,15,99999.9
,江苏,南京,2017,5,11,99999.9,31.7,19.1,3.5
,江苏,南京,2017,5,12,21,24.6,18,28.6
,江苏,南京,2017,5,13,99999.9,31.9,16.6,0
,江苏,南京,2017,5,14,23.7,28.3,19.9,0
,江苏,南京,2017,5,15,20,23.1,18,0
,江苏,南京,2017,5,16,21.4,25.4,16.8,0
,江苏,南京,2017,5,17,21.9,27.6,15.5,0
,江苏,南京,2017,5,18,23.5,30,17.2,0
,江苏,南京,2017,5,19,22.6,26.4,19.2,0
,江苏,南京,2017,5,20,24.6,31,18.7,0
,江苏,南京,2017,5,21,24.6,29.7,20.2,0
,江苏,南京,2017,5,22,24.9,30,20.1,0
,江苏,南京,2017,5,23,21.5,25.8,21.3,14.1
,江苏,南京,2017,5,24,20.8,25.2,17.3,0.3
,江苏,南京,2017,5,25,23.4,30.1,16.1,0
,江苏,南京,2017,5,26,23.8,29.3,17.1,0
,江苏,南京,2017,5,27,26.1,33,19.6,0
,江苏,南京,2017,5,28,27.1,33.8,20.3,0
,江苏,南京,2017,5,29,26.6,33.3,19.7,0
,江苏,南京,2017,5,30,26,30.3,21.3,0
,江苏,南京,2017,5,31,28.2,33,23.6,0
,江苏,南京,2017,6,1,29.6,33.9,24.8,0
,江苏,南京,2017,6,2,26.4,30.9,22.4,0
,江苏,南京,2017,6,3,26.3,32,21.5,0
,江苏,南京,2017,6,4,24.6,29.9,18.9,0
,江苏,南京,2017,6,5,19,26.1,16.2,21.4
,江苏,南京,2017,6,6,20.4,23.7,16.1,3.1
,江苏,南京,2017,6,7,23,28.4,18.3,0
,江苏,南京,2017,6,8,99999.9,30.4,19.5,0
,江苏,南京,2017,6,9,27,32.4,22.5,0
,江苏,南京,2017,6,10,22.7,25,21.4,245.3
,江苏,南京,2017,6,11,24.7,29,21.6,0.4
,江苏,南京,2017,6,30,99999.9,27.8,24.2,22.6
,江苏,南京,2017,7,1,99999.9,24.8,23.2,9.4
,江苏,南京,2017,7,2,99999.9,24.6,23,35.7
,江苏,南京,2017,7,3,99999.9,30.6,23.2,5.9
,江苏,南京,2017,7,4,99999.9,33,24.9,0
,江苏,南京,2017,7,5,99999.9,32.2,26.2,2.7
,江苏,南京,2017,7,6,29.5,34,26.1,0
,江苏,南京,2017,7,7,99999.9,32,28.1,0.2
,江苏,南京,2017,7,8,28.7,31,26.1,0.4
,江苏,南京,2017,7,9,99999.9,30.5,26.5,3.7
,江苏,南京,2017,7,10,99999.9,29.9,23.2,37.9
,江苏,南京,2017,7,11,99999.9,33.8,24,0
,江苏,南京,2017,7,12,99999.9,35.6,27.3,0
,江苏,南京,2017,7,13,99999.9,34.7,28.2,0
,江苏,南京,2017,7,14,99999.9,34.5,27,0
,江苏,南京,2017,7,15,99999.9,36.5,26.3,0
,江苏,南京,2017,7,16,99999.9,36.3,27.8,0
,江苏,南京,2017,7,17,99999.9,36.7,27.9,0
,江苏,南京,2017,7,18,99999.9,36.1,28.6,0
,江苏,南京,2017,7,19,32.6,35.9,28.9,0
,江苏,南京,2017,7,20,99999.9,36.7,28,0
,江苏,南京,2017,7,21,99999.9,37.6,29.6,0
,江苏,南京,2017,7,22,99999.9,38.5,28.8,0
,江苏,南京,2017,7,23,99999.9,39.1,28.9,0
,江苏,南京,2017,7,24,99999.9,40,28,0
,江苏,南京,2017,7,25,99999.9,39.4,29.4,0
,江苏,南京,2017,7,26,99999.9,38.1,28.8,0
,江苏,南京,2017,7,27,99999.9,39.4,29.7,0
,江苏,南京,2017,7,28,33.8,38.2,29.5,0
,江苏,南京,2017,7,29,99999.9,36.1,28.9,3.7
,江苏,南京,2017,7,30,99999.9,34.1,27.6,0
,江苏,南京,2017,7,31,99999.9,36,27.5,0
,江苏,南京,2017,8,31,99999.9,22.4,19.7,3.2
,江苏,南京,2017,9,1,99999.9,27.8,19.7,1.1
,江苏,南京,2017,9,2,99999.9,24.9,21,0
,江苏,南京,2017,9,3,99999.9,24.2,21.2,9.8
,江苏,南京,2017,9,4,99999.9,25.4,19.6,5.3
,江苏,南京,2017,9,5,99999.9,29,22.2,0
,江苏,南京,2017,9,6,23.6,25.9,22.8,4
,江苏,南京,2017,9,7,99999.9,28.1,21.4,0
,江苏,南京,2017,9,8,99999.9,29.6,20,0
,江苏,南京,2017,9,9,99999.9,26.5,23.3,0
,江苏,南京,2017,9,10,25.9,30,23.6,5.6
,江苏,南京,2017,9,11,99999.9,25.9,21.7,1
,江苏,南京,2017,9,12,99999.9,28.8,19.1,0
