barn17,0.8940723618959983
barn9,0.9799227770841954
barn35,0.7250916046734608
barn21,0.9152174751478234
barn23,0.9440748615781946
barn18,0.8774824005542086
barn29,0.9449334779288248
barn34,0.843807323908184
barn3,0.9211323492426942
barn11,0.9215547820141283
barn13,0.9041417503132876
barn24,0.9052993701206291
barn32,0.9118078444922819
barn14,0.962831005952314
barn6,0.8416930568832577
barn5,0.9365689895057703
barn19,0.8548439584715465
barn7,0.9122350204800118
barn30,0.9500395386373908
barn2,0.8978734650438085
barn22,0.8173580674693085
var,0.0031482023948756605
mean,0.8981895943522533