date,city,average,max,min,rain
2016-11-20,淮安,13.7,14.6,13.0,0.2
2016-11-21,淮安,11.9,14.7,11.6,0.5
2016-11-22,淮安,1.7,10.4,0.7,6.7
2016-11-23,淮安,-1.2,0.6,-2.4,6.1
2016-11-24,淮安,-0.3,5.1,-4.7,0.0
2016-11-25,淮安,2.4,7.2,-2.7,0.0
2016-11-26,淮安,4.5,9.0,2.1,9.2
2016-11-27,淮安,5.4,13.8,0.0,0.0
2016-11-28,淮安,5.5,10.4,0.9,0.0
2016-11-29,淮安,6.2,10.3,1.4,0.0
2016-11-30,淮安,7.8,12.4,4.7,0.0
2016-12-01,淮安,7.1,14.0,1.4,0.0
2016-12-02,淮安,6.2,13.1,0.7,0.0
2016-12-03,淮安,7.5,13.4,2.0,0.0
2016-12-04,淮安,10.2,15.5,7.8,0.0
2016-12-05,淮安,8.6,16.8,4.6,0.0
2016-12-06,淮安,3.2,8.5,-1.4,0.0
2016-12-07,淮安,5.5,12.8,1.0,0.0
2016-12-08,淮安,8.1,15.3,0.8,0.0
2016-12-09,淮安,5.7,10.6,2.9,0.0
2016-12-10,淮安,5.8,9.7,3.8,0.0
2016-12-11,淮安,5.0,9.7,1.0,0.0
2016-12-12,淮安,9.2,12.1,5.1,0.0
2016-12-13,淮安,7.1,10.8,6.1,5.5
2016-12-14,淮安,1.1,4.3,-0.8,0.0
2016-12-15,淮安,1.0,6.5,-2.1,0.0
2016-12-16,淮安,1.5,8.1,-3.0,0.0
2016-12-17,淮安,5.1,11.3,-0.8,0.0
2016-12-18,淮安,5.6,14.4,-0.3,0.0
2016-12-19,淮安,6.6,12.9,1.8,0.0
2016-12-20,淮安,8.4,11.9,5.1,0.2
2016-12-21,淮安,7.9,9.7,8.2,18.8
2016-12-22,淮安,6.1,7.7,4.6,0.0
2016-12-23,淮安,1.6,6.4,-1.3,0.0
2016-12-24,淮安,2.7,6.3,-1.3,0.0
2016-12-25,淮安,6.1,8.1,4.2,1.0
2016-12-26,淮安,5.4,7.1,5.2,11.8
2016-12-27,淮安,0.7,3.7,-1.2,0.0
2016-12-28,淮安,0.4,5.8,-3.6,0.0
2016-12-29,淮安,0.2,4.5,-1.6,0.0
2016-12-30,淮安,1.2,6.8,-2.9,0.0
2016-12-31,淮安,2.4,9.9,-2.6,0.0
2017-01-01,淮安,4.3,10.3,-1.5,0.0
2017-01-02,淮安,8.0,12.8,6.0,0.2
2017-01-12,淮安,4.5,9.2,1.1,0.0
2017-01-13,淮安,2.5,8.9,-1.6,0.0
2017-01-14,淮安,0.7,4.8,-2.5,0.0
2017-01-15,淮安,0.8,4.5,-1.4,0.0
2017-01-16,淮安,1.3,5.6,-2.1,0.0
2017-01-17,淮安,2.8,7.6,-1.2,0.0
2017-01-18,淮安,3.9,6.3,1.7,0.0
2017-01-19,淮安,4.5,7.6,3.8,0.0
2017-01-20,淮安,-1.6,3.4,-3.8,0.0
2017-01-21,淮安,0.3,6.1,-3.7,0.0
2017-01-22,淮安,-1.1,4.7,-4.5,0.0
2017-01-23,淮安,-0.1,5.9,-5.5,0.0
2017-01-24,淮安,1.6,7.0,-3.2,0.0
2017-01-25,淮安,3.5,9.9,-2.0,0.0
2017-01-26,淮安,5.7,13.4,0.8,0.0
2017-01-27,淮安,5.2,9.3,2.2,0.0
2017-01-28,淮安,4.0,7.1,1.2,0.4
2017-01-29,淮安,4.5,5.7,4.8,2.8
2017-01-30,淮安,-1.1,2.5,-3.2,0.0
2017-01-31,淮安,-0.6,4.3,-5.3,0.0
2017-02-01,淮安,0.7,4.5,-1.7,11.3
2017-02-02,淮安,0.8,6.4,-4.8,0.0
2017-02-03,淮安,3.3,4.0,2.7,0.0
2017-02-04,淮安,4.8,6.7,3.4,0.0
2017-02-05,淮安,5.7,11.6,1.2,0.0
2017-02-06,淮安,3.7,7.7,0.0,0.0
2017-02-07,淮安,1.6,4.3,-1.8,0.0
2017-02-08,淮安,0.6,3.2,-0.5,4.4
2017-02-09,淮安,0.7,4.7,-2.7,0.0
2017-02-10,淮安,0.5,5.3,-4.3,0.0
2017-02-11,淮安,0.9,8.5,-4.3,0.0
2017-02-12,淮安,4.0,11.8,-2.3,0.0
2017-02-13,淮安,6.8,15.5,0.5,0.0
2017-02-14,淮安,6.9,14.2,0.6,0.0
2017-02-15,淮安,9.2,15.8,0.8,0.0
2017-02-16,淮安,10.7,15.8,7.9,1.1
2017-02-17,淮安,5.5,10.2,4.2,0.0
2017-02-18,淮安,5.6,12.4,-0.1,0.0
2017-02-19,淮安,11.2,20.5,4.9,0.0
2017-02-20,淮安,5.3,15.1,3.8,1.4
2017-02-21,淮安,2.8,5.9,-0.2,2.4
2017-02-22,淮安,2.3,4.1,0.8,11.4
2017-02-23,淮安,2.6,7.8,-0.6,0.0
2017-02-24,淮安,4.6,10.8,-0.6,0.0
2017-02-25,淮安,6.4,12.8,0.5,0.0
2017-02-26,淮安,7.4,13.2,2.8,0.0
2017-02-27,淮安,7.4,14.7,1.2,0.0
2017-02-28,淮安,10.5,16.3,5.2,0.0
2017-03-01,淮安,8.6,15.1,7.3,0.3
2017-03-02,淮安,4.6,11.5,-1.3,0.0
2017-03-03,淮安,8.2,14.0,1.5,0.0
2017-03-04,淮安,9.0,17.1,0.9,0.0
2017-03-05,淮安,9.5,16.8,5.0,0.0
2017-03-06,淮安,5.1,11.0,-1.6,0.0
2017-03-07,淮安,5.5,10.3,1.3,0.0
2017-03-08,淮安,5.2,12.1,-1.9,0.0
2017-03-09,淮安,8.7,16.6,0.3,0.0
2017-03-10,淮安,11.2,20.1,3.9,0.0
2017-03-11,淮安,13.1,19.8,5.7,0.0
2017-03-12,淮安,11.3,15.6,6.0,0.0
2017-03-14,淮安,7.4,13.9,0.8,0.0
2017-03-15,淮安,8.5,15.0,0.9,0.0
2017-03-16,淮安,9.0,14.9,5.2,0.0
2017-03-17,淮安,9.5,14.8,3.3,0.0
2017-03-18,淮安,10.5,15.2,7.6,0.7
2017-03-19,淮安,10.7,14.6,4.8,0.0
2017-03-20,淮安,7.4,12.1,6.4,5.7
2017-03-21,淮安,8.6,13.4,6.1,0.1
2017-03-22,淮安,7.6,9.5,6.4,0.6
2017-03-23,淮安,7.8,11.7,5.1,1.2
2017-03-24,淮安,8.0,10.3,6.6,0.0
2017-03-25,淮安,9.7,15.1,4.0,0.0
2017-03-26,淮安,9.7,15.7,3.0,0.0
2017-03-28,淮安,11.5,19.2,8.8,0.0
2017-03-29,淮安,9.8,14.2,7.6,0.0
2017-03-30,淮安,10.4,14.7,6.1,0.0
2017-03-31,淮安,10.1,15.2,5.3,0.4
2017-04-01,淮安,11.6,18.0,2.9,0.0
2017-04-02,淮安,14.9,22.1,6.4,0.0
2017-04-03,淮安,17.9,24.4,9.8,0.0
2017-04-04,淮安,15.6,20.1,14.6,0.0
2017-04-05,淮安,14.7,17.1,13.0,6.2
2017-04-06,淮安,15.0,20.2,11.1,0.0
2017-04-07,淮安,14.3,19.5,9.1,0.0
2017-04-08,淮安,14.9,21.2,12.2,8.8
2017-04-09,淮安,12.0,14.2,10.7,0.0
2017-04-10,淮安,9.1,12.1,8.5,7.5
2017-04-11,淮安,12.5,18.0,7.1,0.8
2017-04-12,淮安,14.9,20.1,8.0,0.0
2017-04-13,淮安,16.5,22.7,9.2,0.0
2017-04-14,淮安,18.8,26.0,12.0,0.0
2017-04-15,淮安,20.9,28.0,13.3,0.0
2017-04-16,淮安,22.2,28.0,13.8,0.0
2017-04-17,淮安,19.1,24.3,14.1,11.1
2017-04-19,淮安,18.5,25.3,8.3,0.0
2017-04-20,淮安,16.5,21.6,14.0,0.0
2017-04-21,淮安,15.0,21.2,9.8,9.5
2017-04-22,淮安,14.0,21.1,7.3,0.0
2017-04-23,淮安,17.4,23.3,9.8,0.0
2017-04-24,淮安,19.5,25.1,13.0,0.0
2017-04-25,淮安,18.6,24.2,15.6,0.0
2017-04-26,淮安,14.8,18.8,11.8,0.0
2017-04-27,淮安,15.3,22.7,7.8,0.0
2017-04-28,淮安,18.7,25.5,12.3,0.0
2017-04-29,淮安,21.2,27.3,15.2,0.0
2017-04-30,淮安,22.4,28.6,15.4,0.0
2017-05-01,淮安,23.5,28.6,15.8,0.0
2017-05-02,淮安,21.0,25.4,14.8,0.0
2017-05-03,淮安,18.9,21.6,14.8,0.0
2017-05-04,淮安,17.1,20.2,16.5,29.9
2017-05-05,淮安,19.8,25.2,16.2,0.0
2017-05-06,淮安,19.0,23.3,14.9,0.0
2017-05-07,淮安,19.4,26.6,13.2,0.0
2017-05-08,淮安,16.2,20.6,14.1,2.7
2017-05-09,淮安,15.2,22.3,12.2,0.4
2017-05-12,淮安,22.5,27.3,17.7,0.0
2017-05-13,淮安,23.3,29.1,18.6,0.0
2017-05-14,淮安,20.0,24.8,13.5,0.0
2017-05-15,淮安,19.3,24.3,13.7,0.0
2017-05-16,淮安,20.0,26.4,12.6,0.0
2017-05-17,淮安,22.1,27.5,15.1,0.0
2017-05-18,淮安,23.2,29.4,16.1,0.0
2017-05-19,淮安,24.2,29.2,19.3,0.0
2017-05-20,淮安,23.1,28.1,17.5,0.0
2017-05-21,淮安,23.0,29.2,18.0,0.0
2017-05-22,淮安,24.2,29.2,19.9,0.0
2017-05-23,淮安,19.7,23.8,18.5,1.4
2017-05-24,淮安,18.8,25.1,12.9,0.0
2017-05-25,淮安,22.4,31.2,13.9,0.0
2017-05-26,淮安,21.7,29.3,14.3,0.0
2017-05-27,淮安,25.6,33.2,17.2,0.0
2017-05-28,淮安,27.5,34.2,18.2,0.0
2017-05-29,淮安,27.1,34.9,21.3,0.0
2017-05-30,淮安,26.3,32.2,22.0,0.0
2017-05-31,淮安,26.5,33.5,20.7,0.0
2017-06-01,淮安,27.5,33.7,23.2,0.0
2017-06-02,淮安,25.8,32.2,18.5,0.0
2017-06-03,淮安,23.0,28.7,18.7,0.0
2017-06-04,淮安,21.2,27.5,17.0,0.2
2017-06-05,淮安,18.6,21.7,17.0,14.6
2017-06-06,淮安,18.8,21.1,15.2,5.9
2017-06-07,淮安,21.3,28.1,15.2,0.0
2017-06-09,淮安,26.6,33.9,20.7,0.0
2017-06-10,淮安,23.5,27.0,20.2,18.4
2017-06-11,淮安,23.1,26.8,19.6,0.0
2017-06-30,淮安,26.0,29.1,23.7,0.0
2017-07-01,淮安,25.2,28.0,23.4,19.1
2017-07-02,淮安,25.0,27.8,22.8,55.6
2017-07-03,淮安,27.1,30.5,24.6,0.0
2017-07-04,淮安,28.5,32.9,25.0,0.0
2017-07-05,淮安,29.5,34.9,26.0,0.0
2017-07-07,淮安,27.9,29.6,25.8,0.3
2017-07-08,淮安,28.2,31.3,25.5,8.0
2017-07-09,淮安,27.0,28.5,23.7,40.5
2017-07-10,淮安,26.2,31.0,21.7,75.9
2017-07-11,淮安,29.2,33.3,25.1,0.0
2017-07-13,淮安,30.7,33.7,27.6,0.0
2017-07-14,淮安,29.9,33.7,27.2,0.7
2017-07-15,淮安,28.8,33.7,26.1,2.7
2017-07-16,淮安,29.4,33.2,25.7,1.8
2017-07-17,淮安,29.6,35.4,25.4,10.2
2017-07-18,淮安,30.6,33.9,25.7,0.0
2017-07-19,淮安,30.6,34.3,27.1,0.0
2017-07-20,淮安,30.7,34.4,27.3,0.0
2017-07-21,淮安,31.5,35.5,27.8,0.0
2017-07-22,淮安,32.0,36.8,28.1,0.0
2017-07-23,淮安,32.5,36.9,28.3,0.0
2017-07-24,淮安,32.5,36.9,28.6,0.0
2017-07-25,淮安,30.7,35.1,28.3,0.0
2017-07-26,淮安,31.1,35.6,27.2,0.0
2017-07-27,淮安,32.3,37.6,28.2,0.0
2017-07-28,淮安,29.7,32.9,27.2,0.0
2017-07-29,淮安,28.7,32.7,26.3,0.1
2017-07-30,淮安,28.9,33.3,25.9,2.1
2017-07-31,淮安,27.9,29.2,26.8,3.6
2017-08-31,淮安,20.6,23.2,18.5,0.6
2017-09-01,淮安,22.4,27.9,16.7,0.1
2017-09-02,淮安,21.9,25.2,19.4,0.7
2017-09-03,淮安,21.2,23.9,18.6,16.3
2017-09-04,淮安,20.2,21.3,18.6,42.9
2017-09-05,淮安,22.5,24.9,21.2,1.5
2017-09-06,淮安,21.2,23.0,20.9,9.4
2017-09-07,淮安,22.5,27.6,20.0,0.0
2017-09-08,淮安,23.3,29.0,18.1,0.0
2017-09-09,淮安,24.1,27.5,21.0,0.0
2017-09-10,淮安,22.4,23.7,19.9,74.0
2017-09-11,淮安,21.7,26.7,19.8,7.5
2017-09-12,淮安,22.7,29.4,17.8,0.0
2015-09-14,南京,22.3,26.6,18.2,0.0
2015-09-15,南京,20.1,22.5,18.1,1.6
2015-09-16,南京,22.3,27.9,17.5,0.1
2015-09-17,南京,22.1,25.9,17.6,0.0
2015-09-18,南京,23.0,27.4,19.1,0.0
2015-09-19,南京,23.9,28.7,21.1,0.0
2015-09-20,南京,22.9,26.8,20.6,0.0
2015-09-21,南京,23.0,27.1,19.3,0.0
2015-09-22,南京,23.0,26.4,20.0,0.0
2015-09-23,南京,23.3,27.6,20.6,12.6
2015-09-24,南京,23.0,27.4,19.1,0.0
2015-09-25,南京,23.5,27.5,21.4,0.9
2015-09-26,南京,23.9,28.4,19.4,0.0
2015-09-27,南京,23.2,28.0,19.1,0.0
2015-09-28,南京,23.6,28.7,17.6,0.0
2015-09-29,南京,21.8,24.6,20.5,9.8
2015-09-30,南京,24.6,28.1,20.6,2.5
2015-10-01,南京,21.2,25.7,18.6,47.2
2015-10-02,南京,17.6,24.4,11.6,0.0
2015-10-03,南京,19.5,24.4,14.1,0.0
2015-10-04,南京,20.9,25.4,18.3,0.0
2015-10-05,南京,19.8,23.1,17.8,0.0
2015-10-06,南京,19.9,21.4,18.4,0.0
2015-10-07,南京,19.8,20.5,19.1,5.5
2015-10-08,南京,17.9,19.5,17.3,3.9
2015-10-09,南京,18.7,23.4,15.8,0.0
2015-10-10,南京,17.0,24.4,11.6,0.0
2015-10-11,南京,16.1,22.7,9.0,0.0
2015-10-12,南京,16.1,23.4,10.4,0.0
2015-10-13,南京,16.7,24.5,10.2,0.0
2015-10-14,南京,18.2,24.6,12.9,0.0
2015-10-15,南京,18.7,25.9,12.2,0.0
2015-10-16,南京,19.9,26.8,14.5,0.0
2015-10-17,南京,20.1,25.6,16.6,0.0
2015-10-18,南京,19.9,25.0,15.4,0.0
2015-10-19,南京,19.6,24.1,15.6,0.0
2015-10-20,南京,19.8,24.3,16.6,0.0
2015-10-21,南京,20.6,25.2,17.3,0.0
2015-10-22,南京,20.8,25.2,16.7,0.0
2015-10-23,南京,20.4,25.0,17.9,0.0
2015-10-24,南京,20.7,26.3,16.6,0.0
2015-10-25,南京,20.3,23.3,18.5,0.0
2015-10-26,南京,19.6,26.2,16.6,2.0
2015-10-27,南京,15.0,19.4,12.4,1.3
2015-10-28,南京,14.0,17.6,9.1,0.1
2015-10-29,南京,15.1,18.1,12.7,1.6
2015-10-30,南京,15.2,17.4,14.1,0.0
2015-10-31,南京,14.2,18.1,10.9,0.0
2015-11-01,南京,13.4,17.3,10.7,0.0
2015-11-02,南京,12.2,18.7,6.6,0.0
2015-11-03,南京,13.1,18.8,8.2,0.0
2015-11-04,南京,15.6,19.4,12.4,0.0
2015-11-05,南京,18.0,21.6,15.2,0.1
2015-11-06,南京,22.2,29.1,18.4,1.8
2015-11-07,南京,12.2,22.8,9.2,33.2
2015-11-08,南京,9.7,10.7,8.9,0.5
2015-11-09,南京,10.5,12.0,9.2,0.0
2015-11-10,南京,11.6,15.6,7.5,0.0
2015-11-11,南京,12.7,14.5,10.7,0.0
2015-11-12,南京,13.4,14.0,12.8,11.6
2015-11-13,南京,13.1,14.0,12.5,6.3
2015-11-14,南京,13.3,16.7,10.0,0.0
2015-11-15,南京,14.7,18.8,11.4,0.0
2015-11-16,南京,14.7,16.2,13.7,19.4
2015-11-17,南京,13.3,14.8,12.2,16.2
2015-11-18,南京,12.4,13.9,11.4,2.2
2015-11-19,南京,11.3,12.2,10.7,0.6
2015-11-20,南京,12.8,14.7,10.9,0.0
2015-11-21,南京,14.2,14.9,12.5,0.0
2015-11-22,南京,15.9,17.6,13.9,0.4
2015-11-23,南京,12.4,16.3,10.4,1.4
2015-11-24,南京,7.5,12.7,2.2,11.5
2015-11-25,南京,2.4,3.0,1.6,5.5
2015-11-26,南京,0.1,2.8,-1.5,0.0
2015-11-27,南京,0.9,6.4,-4.8,0.0
2015-11-28,南京,7.4,13.6,1.8,0.0
2015-11-29,南京,10.7,16.6,7.4,0.0
2015-11-30,南京,10.0,15.8,4.3,0.0
2015-12-01,南京,13.6,16.6,11.6,0.0
2015-12-02,南京,10.8,14.5,8.9,4.1
2015-12-03,南京,7.2,11.6,4.2,0.0
2015-12-04,南京,5.2,11.3,-0.1,0.0
2015-12-05,南京,5.5,7.7,3.9,0.4
2015-12-06,南京,6.0,10.3,4.0,0.0
2015-12-07,南京,5.9,12.4,1.3,0.0
2015-12-08,南京,8.7,13.6,5.2,0.0
2015-12-09,南京,9.4,10.7,7.9,1.1
2015-12-10,南京,10.7,11.7,9.6,2.0
2015-12-11,南京,7.7,11.4,5.0,0.0
2015-12-12,南京,5.4,11.4,1.4,0.0
2015-12-13,南京,6.6,8.1,4.9,0.2
2015-12-14,南京,7.1,9.6,5.2,0.0
2015-12-15,南京,7.6,10.7,5.1,0.0
2015-12-16,南京,3.6,7.4,1.1,0.0
2015-12-17,南京,0.8,5.6,-2.4,0.0
2015-12-18,南京,1.4,7.6,-4.2,0.0
2015-12-19,南京,4.8,8.3,1.0,0.0
2015-12-20,南京,5.6,7.3,4.7,1.7
2015-12-21,南京,4.3,8.6,-0.6,0.0
2015-12-22,南京,8.1,11.0,5.6,0.0
2015-12-23,南京,8.0,9.4,7.2,0.0
2015-12-24,南京,8.2,8.9,7.8,2.8
2015-12-25,南京,7.6,10.7,6.1,0.0
2015-12-26,南京,6.4,14.3,0.9,0.0
2015-12-27,南京,6.0,7.9,4.6,0.0
2015-12-28,南京,4.3,7.8,2.2,0.0
2015-12-29,南京,4.2,8.7,1.3,0.0
2015-12-30,南京,4.7,10.4,-0.4,0.0
2015-12-31,南京,3.8,9.3,-0.3,0.0
2016-01-01,南京,5.2,11.4,0.2,0.0
2016-01-02,南京,9.2,16.2,4.9,0.0
2016-01-03,南京,11.3,17.7,7.3,0.1
2016-01-04,南京,11.0,12.5,9.6,1.0
2016-01-05,南京,7.9,9.7,7.4,17.0
2016-01-06,南京,7.1,8.2,6.0,0.0
2016-01-07,南京,5.2,7.3,4.3,0.0
2016-01-08,南京,3.2,7.4,-1.3,0.0
2016-01-09,南京,5.1,9.9,0.9,0.0
2016-01-10,南京,7.4,9.6,5.8,0.0
2016-01-11,南京,5.0,7.8,2.5,12.5
2016-01-12,南京,1.2,2.5,0.4,1.2
2016-01-13,南京,0.0,1.7,-1.7,0.0
2016-01-14,南京,0.2,5.0,-3.6,0.0
2016-01-15,南京,2.3,10.6,-3.5,0.0
2016-01-16,南京,5.3,10.9,0.5,0.0
2016-01-17,南京,6.7,10.6,3.9,1.6
2016-01-18,南京,1.3,6.1,-0.6,0.0
2016-01-19,南京,-1.0,4.2,-5.1,0.0
2016-01-20,南京,0.3,2.8,-1.4,0.0
2016-01-21,南京,0.2,1.3,-0.9,3.1
2016-01-22,南京,0.5,1.7,-0.2,3.9
2016-01-23,南京,-3.1,0.1,-5.6,2.5
2016-01-24,南京,-6.7,-3.0,-9.8,0.0
2016-01-25,南京,-3.2,2.5,-7.9,0.0
2016-01-26,南京,-0.3,7.2,-7.0,0.0
2016-01-27,南京,3.1,7.1,-0.4,0.0
2016-01-28,南京,4.3,5.4,2.8,3.6
2016-01-29,南京,4.1,5.5,3.4,10.7
2016-01-30,南京,3.0,5.8,2.1,0.0
2016-01-31,南京,0.2,3.2,-1.4,5.6
2016-02-01,南京,-1.3,1.8,-3.4,0.2
2016-02-02,南京,-0.4,5.0,-4.2,0.0
2016-02-03,南京,1.1,7.4,-3.6,0.0
2016-02-04,南京,2.2,6.6,-0.9,0.0
2016-02-05,南京,3.2,9.5,-2.2,0.0
2016-02-06,南京,2.8,7.3,-1.0,0.0
2016-02-07,南京,3.8,11.0,-3.1,0.0
2016-02-08,南京,6.7,17.1,-2.1,0.0
2016-02-09,南京,10.1,20.6,2.9,0.0
2016-02-10,南京,14.3,23.5,8.4,0.0
2016-02-11,南京,13.7,18.2,11.9,6.4
2016-02-12,南京,14.8,17.5,12.7,0.0
2016-02-13,南京,9.4,15.5,4.9,16.4
2016-02-14,南京,2.4,5.7,-0.1,1.8
2016-02-15,南京,2.0,6.8,-2.5,0.0
2016-02-16,南京,4.1,9.4,-1.9,0.0
2016-02-17,南京,5.6,13.0,-1.4,0.0
2016-02-18,南京,8.2,16.3,1.7,0.0
2016-02-19,南京,10.1,14.7,5.6,0.0
2016-02-20,南京,8.2,12.5,3.3,0.0
2016-02-21,南京,5.9,10.7,1.6,0.1
2016-02-22,南京,5.5,7.4,4.6,6.2
2016-02-23,南京,7.5,10.3,5.6,0.0
2016-02-24,南京,5.2,10.0,1.4,0.0
2016-02-25,南京,6.4,13.1,1.2,0.0
2016-02-26,南京,10.1,17.9,3.5,0.0
2016-02-27,南京,13.2,20.0,5.7,0.0
2016-02-28,南京,11.6,16.5,7.0,0.0
2016-02-29,南京,6.5,12.0,2.0,0.0
2016-03-01,南京,5.7,12.4,0.5,0.0
2016-03-02,南京,10.8,18.7,4.7,0.0
2016-03-03,南京,13.4,17.9,11.1,0.2
2016-03-04,南京,16.0,20.7,12.3,0.6
2016-03-05,南京,16.5,22.9,12.2,0.0
2016-03-06,南京,11.7,13.6,9.4,0.0
2016-03-07,南京,14.4,20.6,10.9,0.0
2016-03-08,南京,6.8,14.4,3.7,20.7
2016-03-09,南京,3.9,6.5,1.9,10.2
2016-03-10,南京,4.3,8.0,2.2,0.0
2016-03-11,南京,5.2,10.5,1.0,0.0
2016-03-12,南京,7.4,13.4,2.1,0.0
2016-03-13,南京,9.1,11.9,8.3,0.0
2016-03-14,南京,8.2,13.8,2.3,0.0
2016-03-15,南京,8.7,13.2,4.4,0.0
2016-03-16,南京,12.7,18.9,7.2,0.0
2016-03-17,南京,14.0,18.4,10.4,0.0
2016-03-18,南京,15.4,18.4,13.0,0.0
2016-03-19,南京,15.5,19.8,13.7,0.6
2016-03-20,南京,13.8,18.7,9.7,0.0
2016-03-21,南京,11.5,17.3,6.5,0.0
2016-03-22,南京,12.9,18.3,8.4,0.0
2016-03-23,南京,11.5,15.3,9.5,0.0
2016-03-24,南京,8.5,12.3,4.5,0.0
