date,city,average,max,min,rain
2016-03-25,南京,9.9,14.4,4.6,0.0
2016-03-26,南京,9.3,14.7,3.9,0.0
2016-03-27,南京,11.2,17.2,6.0,0.0
2016-03-28,南京,13.1,20.7,5.8,0.0
2016-03-29,南京,15.4,20.9,10.3,0.0
2016-03-30,南京,15.5,19.4,13.4,0.9
2016-03-31,南京,14.6,18.7,12.0,6.8
2016-04-01,南京,16.6,24.1,9.6,0.0
2016-04-02,南京,16.3,18.8,15.1,19.7
2016-04-03,南京,11.7,17.1,10.2,12.6
2016-04-04,南京,13.4,17.4,9.8,0.0
2016-04-05,南京,15.9,20.1,12.6,0.0
2016-04-06,南京,12.9,17.2,11.8,43.6
2016-04-07,南京,14.0,19.0,10.3,0.9
2016-04-08,南京,17.9,23.9,11.7,0.0
2016-04-09,南京,19.9,24.9,15.6,0.0
2016-04-10,南京,20.1,25.3,15.9,0.0
2016-04-11,南京,17.2,21.1,13.2,0.0
2016-04-12,南京,18.9,24.1,15.0,0.0
2016-04-13,南京,21.4,27.6,16.1,0.0
2016-04-14,南京,21.6,27.8,17.2,0.0
2016-04-15,南京,20.4,24.1,16.0,0.0
2016-04-16,南京,17.1,21.3,15.6,16.7
2016-04-17,南京,15.2,19.0,11.2,0.4
2016-04-18,南京,16.0,22.2,10.5,2.1
2016-04-19,南京,17.9,23.7,11.9,0.0
2016-04-20,南京,16.0,19.0,14.9,35.6
2016-04-21,南京,19.5,25.3,15.3,9.6
2016-04-22,南京,20.8,26.2,15.4,0.0
2016-04-23,南京,16.6,22.3,14.9,6.0
2016-04-24,南京,16.2,17.8,14.6,0.0
2016-04-25,南京,16.2,18.8,15.3,0.0
2016-04-26,南京,14.5,15.7,13.1,4.0
2016-04-27,南京,14.6,18.4,11.3,4.2
2016-04-28,南京,18.1,24.0,13.9,0.0
2016-04-29,南京,19.9,25.6,13.8,0.0
2016-04-30,南京,21.7,28.4,14.9,0.0
2016-05-01,南京,23.5,30.2,16.8,0.0
2016-05-02,南京,22.1,24.3,20.3,10.3
2016-05-03,南京,20.3,25.3,14.9,1.6
2016-05-04,南京,22.1,29.2,14.1,0.0
2016-05-05,南京,21.3,23.8,19.6,3.6
2016-05-06,南京,23.5,31.2,19.6,0.0
2016-05-07,南京,17.2,22.6,13.4,0.0
2016-05-08,南京,14.7,16.0,13.5,1.7
2016-05-09,南京,15.4,17.1,13.6,3.8
2016-05-10,南京,17.3,22.7,13.7,8.6
2016-05-11,南京,19.7,26.2,13.1,0.0
2016-05-12,南京,23.2,31.4,15.8,0.0
2016-05-13,南京,17.9,25.5,16.7,0.0
2016-05-14,南京,21.3,27.7,15.5,0.0
2016-05-15,南京,16.7,23.6,14.4,28.9
2016-05-16,南京,18.8,24.6,14.3,0.1
2016-05-17,南京,19.3,24.7,12.9,0.0
2016-05-18,南京,20.0,25.2,14.6,0.0
2016-05-19,南京,21.8,27.3,16.2,0.0
2016-05-20,南京,18.6,22.9,14.7,8.9
2016-05-21,南京,17.7,18.2,14.8,25.8
2016-05-22,南京,17.0,18.8,16.1,0.5
2016-05-23,南京,18.9,23.1,16.1,0.0
2016-05-24,南京,21.8,26.7,17.6,0.0
2016-05-25,南京,23.5,29.8,17.3,0.0
2016-05-26,南京,23.9,26.4,22.6,2.0
2016-05-27,南京,19.4,23.2,18.7,21.7
2016-05-28,南京,19.2,20.8,18.3,1.3
2016-05-29,南京,20.5,24.1,18.0,0.1
2016-05-30,南京,23.1,27.2,18.1,0.0
2016-05-31,南京,24.2,29.3,21.1,0.7
2016-06-01,南京,20.5,23.9,19.7,35.7
2016-06-02,南京,19.7,21.2,16.3,0.0
2016-06-03,南京,18.7,20.8,17.7,11.2
2016-06-04,南京,19.4,23.0,17.8,0.8
2016-06-05,南京,20.2,25.4,15.7,0.0
2016-06-06,南京,22.6,25.9,19.2,0.0
2016-06-07,南京,23.9,28.2,19.9,0.0
2016-06-08,南京,21.8,23.9,21.5,6.7
2016-06-09,南京,22.0,25.3,19.7,0.0
2016-06-10,南京,24.4,28.9,20.6,0.0
2016-06-11,南京,27.3,31.3,23.2,0.0
2016-06-12,南京,24.0,27.7,22.2,11.6
2016-06-13,南京,25.1,29.8,20.1,0.0
2016-06-14,南京,27.5,32.0,22.2,0.0
2016-06-15,南京,26.6,29.5,23.5,0.0
2016-06-16,南京,25.2,29.5,22.0,0.2
2016-06-17,南京,25.8,30.9,19.8,0.0
2016-06-18,南京,28.0,32.4,22.4,0.0
2016-06-19,南京,28.0,30.3,26.4,0.0
2016-06-20,南京,25.1,28.4,23.4,4.5
2016-06-21,南京,26.2,28.7,24.2,1.1
2016-06-22,南京,27.6,30.4,24.7,28.8
2016-06-23,南京,29.8,34.9,25.0,0.0
2016-06-24,南京,25.1,32.3,21.3,39.7
2016-06-25,南京,20.9,21.9,19.6,9.6
2016-06-26,南京,22.5,27.6,18.4,0.0
2016-06-27,南京,20.9,23.4,20.1,33.5
2016-06-28,南京,21.9,23.1,20.5,2.8
2016-06-29,南京,25.1,30.2,21.1,0.0
2016-06-30,南京,28.5,31.8,24.2,0.0
2016-07-01,南京,24.2,26.7,22.8,116.8
2016-07-02,南京,22.9,23.8,22.1,35.7
2016-07-03,南京,23.4,24.6,22.8,16.7
2016-07-04,南京,24.5,27.0,22.7,71.1
2016-07-05,南京,24.0,25.6,22.8,70.9
2016-07-06,南京,24.9,27.2,23.6,2.3
2016-07-07,南京,26.0,31.4,22.4,66.0
2016-07-08,南京,27.8,31.3,24.9,0.0
2016-07-09,南京,27.1,29.4,24.5,0.0
2016-07-10,南京,26.5,29.0,24.7,0.0
2016-07-11,南京,26.9,29.2,25.5,0.0
2016-07-12,南京,28.7,33.9,25.3,0.0
2016-07-13,南京,28.6,33.0,26.8,8.5
2016-07-14,南京,26.5,27.9,26.1,60.0
2016-07-15,南京,27.0,32.0,25.2,29.3
2016-07-16,南京,24.9,27.6,21.8,0.0
2016-07-17,南京,27.3,31.8,22.7,0.0
2016-07-18,南京,28.8,31.9,26.0,0.0
2016-07-19,南京,28.2,31.9,25.7,0.0
2016-07-20,南京,30.8,35.1,26.5,0.0
2016-07-21,南京,32.1,35.3,27.1,0.0
2016-07-22,南京,33.0,37.2,29.4,0.0
2016-07-23,南京,33.4,37.4,28.1,0.0
2016-07-24,南京,33.5,37.8,28.7,0.0
2016-07-25,南京,33.7,38.4,29.5,0.0
2016-07-26,南京,33.9,38.3,29.0,0.0
2016-07-27,南京,33.5,38.4,30.3,0.0
2016-07-28,南京,33.8,38.5,29.7,0.0
2016-07-29,南京,34.2,37.8,29.6,0.0
2016-07-30,南京,33.0,37.6,29.7,0.0
2016-07-31,南京,31.5,35.4,28.1,0.0
2016-08-01,南京,31.0,34.9,27.1,0.0
2016-08-02,南京,29.7,35.8,28.2,3.3
2016-08-03,南京,26.7,30.6,24.5,20.6
2016-08-04,南京,26.9,31.6,24.9,17.5
2016-08-05,南京,28.2,32.5,25.9,0.0
2016-08-06,南京,28.8,34.2,26.0,17.9
2016-08-07,南京,29.9,33.9,26.4,0.0
2016-08-08,南京,30.0,33.5,25.9,0.0
2016-08-09,南京,29.8,33.7,26.3,0.0
2016-08-10,南京,29.8,33.1,27.2,0.2
2016-08-11,南京,30.9,34.5,27.5,0.0
2016-08-12,南京,31.0,35.0,26.6,0.0
2016-08-13,南京,31.6,35.5,27.8,0.0
2016-08-14,南京,31.7,35.6,27.8,0.0
2016-08-15,南京,31.3,36.0,27.3,0.0
2016-08-16,南京,31.3,35.4,27.7,0.0
2016-08-17,南京,30.5,34.7,26.8,0.0
2016-08-18,南京,31.1,36.0,26.4,0.0
2016-08-19,南京,32.4,36.7,28.4,0.0
2016-08-20,南京,30.3,35.7,29.6,0.2
2016-08-21,南京,28.2,32.0,26.4,19.0
2016-08-22,南京,30.0,34.2,27.6,0.0
2016-08-23,南京,29.6,33.1,26.8,0.0
2016-08-24,南京,29.3,34.4,25.0,0.0
2016-08-25,南京,29.4,34.3,24.8,0.0
2016-08-26,南京,25.9,27.9,24.3,0.0
2016-08-27,南京,24.6,29.3,21.5,0.0
2016-08-28,南京,25.3,31.3,19.4,0.0
2016-08-29,南京,25.2,30.4,20.4,0.0
2016-08-30,南京,25.1,31.0,20.4,0.0
2016-08-31,南京,25.7,31.2,19.4,0.0
2016-09-01,南京,28.1,33.2,21.5,0.0
2016-09-02,南京,28.5,34.7,23.4,0.0
2016-09-03,南京,28.4,34.3,21.9,0.0
2016-09-04,南京,27.8,32.0,25.1,0.0
2016-09-05,南京,28.2,32.7,23.9,0.0
2016-09-06,南京,23.6,25.9,23.2,0.8
2016-09-07,南京,22.3,26.7,19.5,2.7
2016-09-08,南京,24.7,30.6,20.3,0.0
2016-09-09,南京,26.9,32.4,21.8,0.0
2016-09-10,南京,26.2,31.2,23.9,0.0
2016-09-11,南京,23.6,26.6,23.2,0.0
2016-09-12,南京,24.5,30.1,19.6,0.0
2016-09-13,南京,26.2,31.4,21.7,0.0
2016-09-14,南京,23.1,27.9,21.4,0.0
2016-09-15,南京,21.9,22.9,21.0,39.0
2016-09-16,南京,22.0,22.5,21.6,67.2
2016-09-17,南京,24.1,28.2,21.3,0.0
2016-09-18,南京,23.6,28.3,19.9,0.0
2016-09-19,南京,22.4,26.4,19.1,0.0
2016-09-20,南京,21.2,26.3,17.2,0.0
2016-09-21,南京,20.7,24.4,18.3,0.0
2016-09-22,南京,22.6,27.4,18.4,0.0
2016-09-23,南京,22.8,28.4,19.0,0.0
2016-09-24,南京,24.0,29.1,19.5,0.0
2016-09-25,南京,24.6,29.4,21.4,0.0
2016-10-08,南京,19.5,23.0,17.6,0.4
2016-10-09,南京,17.2,20.7,13.4,0.0
2016-10-10,南京,17.7,21.6,14.1,0.0
2016-10-12,南京,17.8,20.1,15.4,1.2
2016-10-13,南京,17.7,18.8,17.6,0.5
2016-10-14,南京,17.0,18.7,15.4,0.5
2016-10-15,南京,18.6,21.3,16.3,12.6
2016-10-16,南京,20.1,22.7,19.0,0.0
2016-10-17,南京,19.5,22.5,17.3,0.0
2016-10-18,南京,20.7,23.7,18.5,0.0
2016-10-19,南京,20.1,21.8,19.2,0.0
2016-10-20,南京,19.8,20.4,19.1,22.3
2016-10-21,南京,20.4,21.3,19.0,19.7
2016-10-22,南京,20.6,21.1,20.5,61.5
2016-10-23,南京,16.5,20.5,15.9,1.5
2016-10-25,南京,15.0,19.1,14.0,0.4
2016-10-26,南京,16.3,18.1,15.0,71.6
2016-10-27,南京,15.8,17.0,14.4,30.1
2016-10-28,南京,14.2,17.0,12.8,7.5
2016-10-30,南京,12.7,17.4,8.8,0.4
2016-10-31,南京,12.8,14.5,12.5,16.5
2016-11-01,南京,11.0,14.7,8.8,0.0
2016-11-02,南京,11.2,16.8,8.7,0.0
2016-11-03,南京,11.5,18.6,6.7,0.0
2016-11-04,南京,13.6,20.6,8.4,0.0
2016-11-05,南京,15.6,23.8,10.0,0.0
2016-11-06,南京,16.9,22.6,11.9,0.0
2016-11-07,南京,16.0,17.8,15.8,14.6
2016-11-08,南京,10.0,14.4,9.0,4.0
2016-11-09,南京,9.4,12.2,6.9,0.0
2016-11-10,南京,10.0,13.4,8.0,0.5
2016-11-11,南京,12.0,18.3,6.3,0.0
2016-11-12,南京,13.4,18.4,10.3,0.0
2016-11-13,南京,16.3,21.0,11.7,0.0
2016-11-14,南京,17.0,22.0,13.9,0.0
2016-11-15,南京,14.5,18.2,12.9,0.0
2016-11-16,南京,13.3,16.8,10.1,0.0
2016-11-17,南京,13.8,14.5,13.1,12.6
2016-11-18,南京,15.6,17.3,13.8,13.3
2016-11-19,南京,17.3,18.0,16.5,0.2
2016-11-20,南京,15.5,17.2,15.2,1.1
2016-11-21,南京,15.0,16.4,14.0,19.7
2016-11-22,南京,6.4,14.8,4.4,3.8
2016-11-23,南京,0.4,2.0,0.0,10.2
2016-11-24,南京,0.7,3.8,-2.0,0.0
2016-11-25,南京,4.5,7.1,1.3,0.0
2016-11-26,南京,5.5,9.7,4.0,14.6
2016-11-27,南京,6.9,14.0,2.5,0.0
2016-11-28,南京,7.4,13.0,3.4,0.0
2016-11-29,南京,8.2,11.4,5.2,0.0
2016-11-30,南京,9.0,12.0,7.1,0.8
2016-12-01,南京,9.2,14.9,4.1,0.0
2016-12-02,南京,9.6,13.8,6.2,0.0
2016-12-03,南京,9.8,14.6,5.8,0.0
2016-12-04,南京,11.8,17.6,8.5,0.9
2016-12-05,南京,10.9,19.5,5.8,0.0
2016-12-06,南京,6.4,11.1,2.3,0.0
2016-12-07,南京,8.1,15.4,2.5,0.0
2016-12-08,南京,10.1,17.7,4.3,0.0
2016-12-09,南京,9.6,13.1,6.3,0.0
2016-12-10,南京,8.6,12.0,6.3,0.0
2016-12-11,南京,8.5,12.1,5.5,0.0
2016-12-12,南京,10.9,14.4,8.1,0.3
2016-12-13,南京,9.5,11.9,9.4,11.0
2016-12-14,南京,4.0,7.7,2.7,0.1
2016-12-15,南京,2.4,7.6,-1.1,0.0
2016-12-16,南京,3.2,9.5,0.0,0.0
2016-12-17,南京,4.8,12.5,-0.4,0.0
2016-12-18,南京,8.2,15.1,3.3,0.0
2016-12-19,南京,11.7,17.8,6.1,0.0
2016-12-20,南京,10.3,12.5,8.2,5.2
2016-12-21,南京,10.1,11.6,10.2,28.1
2016-12-22,南京,8.1,11.1,7.0,0.0
2016-12-23,南京,5.9,10.9,2.7,0.0
2016-12-24,南京,5.8,7.9,3.5,0.0
2016-12-25,南京,8.0,9.2,7.0,11.4
2016-12-26,南京,7.5,9.2,7.6,8.8
2016-12-27,南京,3.6,5.7,2.9,0.0
2016-12-28,南京,1.5,5.7,-2.5,0.0
2016-12-29,南京,1.7,6.4,-0.8,0.0
2016-12-30,南京,3.1,8.9,-0.4,0.0
2016-12-31,南京,4.9,12.1,-0.1,0.0
2017-01-01,南京,8.3,12.6,4.2,0.0
2017-01-02,南京,9.9,14.0,8.5,0.0
2017-01-12,南京,6.4,9.6,5.0,0.0
2017-01-13,南京,5.5,11.5,1.7,0.0
2017-01-14,南京,3.3,7.4,-0.4,0.0
2017-01-15,南京,2.8,6.3,0.5,0.0
2017-01-16,南京,2.8,7.2,-0.7,0.0
2017-01-17,南京,4.7,7.6,2.0,0.0
2017-01-18,南京,5.8,6.7,5.5,3.7
2017-01-19,南京,6.0,7.0,4.9,0.1
2017-01-20,南京,1.0,6.1,-0.9,0.0
2017-01-21,南京,1.3,7.6,-4.6,0.0
2017-01-22,南京,2.2,7.2,-2.1,0.0
2017-01-23,南京,2.4,7.4,-1.4,0.0
2017-01-24,南京,3.5,8.2,-0.7,0.0
2017-01-25,南京,5.6,10.4,2.8,0.0
2017-01-26,南京,6.5,15.1,0.7,0.0
2017-01-27,南京,6.0,8.9,3.3,0.0
2017-01-28,南京,7.9,14.0,2.9,0.0
2017-01-29,南京,7.7,10.0,7.6,0.4
2017-01-30,南京,1.2,5.2,-1.1,0.0
2017-01-31,南京,1.7,5.9,-2.5,0.0
2017-02-01,南京,2.5,5.2,1.4,0.0
2017-02-02,南京,3.3,6.7,0.3,0.0
2017-02-03,南京,4.5,5.4,3.6,3.0
2017-02-04,南京,6.2,8.1,4.8,0.1
2017-02-05,南京,7.6,11.9,6.3,0.0
2017-02-06,南京,6.0,9.7,3.2,0.0
2017-02-07,南京,4.2,7.2,1.0,0.0
2017-02-08,南京,1.8,5.9,1.2,6.3
2017-02-09,南京,2.3,5.8,-0.1,0.0
2017-02-10,南京,2.6,6.7,-2.3,0.0
2017-02-11,南京,3.3,9.6,-3.0,0.0
2017-02-12,南京,4.6,13.0,-2.3,0.0
2017-02-13,南京,7.7,16.2,1.6,0.0
2017-02-14,南京,9.8,15.6,5.4,0.0
2017-02-15,南京,10.3,18.4,4.9,0.0
2017-02-16,南京,12.6,21.2,7.5,1.2
2017-02-17,南京,8.3,15.0,7.4,0.0
2017-02-18,南京,7.2,14.2,2.2,0.0
2017-02-19,南京,12.0,21.9,4.4,0.0
2017-02-20,南京,8.7,16.9,5.4,2.9
2017-02-21,南京,4.8,8.0,1.7,0.1
2017-02-22,南京,3.4,7.7,2.0,25.2
2017-02-23,南京,3.5,7.1,0.8,0.0
2017-02-24,南京,5.3,11.2,0.6,0.0
2017-02-25,南京,6.7,13.3,0.4,0.0
2017-02-26,南京,9.2,15.3,5.1,0.0
2017-02-27,南京,9.3,16.0,4.7,0.0
2017-02-28,南京,10.8,16.6,5.3,0.0
2017-03-01,南京,10.9,16.5,7.4,0.1
2017-03-02,南京,6.2,12.0,-0.3,0.0
2017-03-03,南京,9.0,16.0,1.9,0.0
2017-03-04,南京,12.2,18.8,4.8,0.0
2017-03-05,南京,13.0,16.7,9.8,1.2
2017-03-06,南京,8.6,14.5,4.3,0.0
2017-03-07,南京,9.3,15.8,2.5,0.0
2017-03-08,南京,8.6,14.4,2.4,0.0
2017-03-09,南京,10.5,18.6,2.9,0.0
2017-03-10,南京,13.8,19.1,10.1,0.0
2017-03-11,南京,12.7,18.5,9.2,0.0
2017-03-12,南京,11.7,14.9,10.5,6.9
2017-03-14,南京,8.5,13.6,2.3,0.0
2017-03-15,南京,9.9,15.2,4.0,0.0
2017-03-16,南京,10.3,13.6,8.0,0.0
2017-03-17,南京,9.8,14.3,5.4,0.0
2017-03-18,南京,9.6,11.6,7.9,0.7
2017-03-19,南京,9.2,11.1,7.9,1.3
2017-03-20,南京,9.0,10.3,8.4,8.0
2017-03-21,南京,10.9,15.6,8.0,0.2
2017-03-22,南京,7.5,11.6,7.2,6.4
2017-03-23,南京,7.9,9.1,6.9,0.3
2017-03-24,南京,7.8,9.3,6.7,13.3
2017-03-25,南京,10.5,14.9,5.7,0.0
2017-03-26,南京,12.0,18.5,5.5,0.0
2017-03-28,南京,15.7,22.1,10.3,0.0
2017-03-29,南京,12.9,19.0,9.1,0.0
2017-03-30,南京,10.5,13.6,9.4,6.5
2017-03-31,南京,11.5,16.4,7.3,5.6
2017-04-01,南京,12.6,18.7,6.3,0.0
2017-04-02,南京,15.4,22.7,7.8,0.0
2017-04-03,南京,17.2,24.5,10.0,0.0
2017-04-04,南京,17.5,21.5,14.4,0.0
2017-04-05,南京,16.7,19.3,14.1,2.4
2017-04-06,南京,15.8,18.1,14.8,16.6
2017-04-07,南京,16.0,18.9,13.7,0.3
2017-04-08,南京,17.5,21.2,15.3,0.0
2017-04-09,南京,11.6,18.6,10.7,47.8
2017-04-10,南京,8.2,11.6,7.3,13.3
2017-04-11,南京,11.1,16.2,7.5,1.0
2017-04-12,南京,14.8,20.0,11.1,0.0
2017-04-13,南京,16.3,23.9,8.6,0.0
2017-04-14,南京,20.3,27.6,12.6,0.0
2017-04-15,南京,22.2,29.5,14.1,0.0
2017-04-16,南京,23.5,30.1,18.9,23.6
2017-04-17,南京,21.1,25.2,17.4,10.8
2017-04-19,南京,19.9,27.0,13.6,0.0
2017-04-20,南京,19.5,21.8,18.0,0.1
2017-04-21,南京,19.5,23.0,16.5,0.0
2017-04-22,南京,16.8,22.3,11.3,0.0
2017-04-23,南京,18.1,23.9,11.7,0.0
2017-04-24,南京,20.1,27.5,13.0,0.0
2017-04-25,南京,19.8,23.0,17.9,0.8
2017-04-26,南京,17.1,19.4,15.6,1.2
2017-04-27,南京,17.1,22.6,12.5,0.0
2017-04-28,南京,19.0,26.1,10.7,0.0
2017-04-29,南京,22.5,28.9,15.6,0.0
2017-04-30,南京,22.7,29.3,14.3,0.0
2017-05-01,南京,22.6,29.5,18.5,0.0
2017-05-02,南京,17.5,21.2,16.0,4.9
2017-05-03,南京,19.0,22.0,16.8,0.0
2017-05-04,南京,19.0,20.5,18.0,24.5
2017-05-05,南京,20.7,25.6,17.8,0.0
2017-05-06,南京,20.7,25.3,16.9,0.0
2017-05-07,南京,22.5,26.6,19.2,0.0
2017-05-08,南京,16.6,22.3,14.3,7.9
2017-05-09,南京,18.9,24.3,14.7,0.1
2017-05-12,南京,21.0,24.6,18.0,28.6
2017-05-14,南京,23.7,28.3,19.9,0.0
2017-05-15,南京,20.0,23.1,18.0,0.0
2017-05-16,南京,21.4,25.4,16.8,0.0
2017-05-17,南京,21.9,27.6,15.5,0.0
2017-05-18,南京,23.5,30.0,17.2,0.0
2017-05-19,南京,22.6,26.4,19.2,0.0
2017-05-20,南京,24.6,31.0,18.7,0.0
2017-05-21,南京,24.6,29.7,20.2,0.0
2017-05-22,南京,24.9,30.0,20.1,0.0
2017-05-23,南京,21.5,25.8,21.3,14.1
2017-05-24,南京,20.8,25.2,17.3,0.3
2017-05-25,南京,23.4,30.1,16.1,0.0
2017-05-26,南京,23.8,29.3,17.1,0.0
2017-05-27,南京,26.1,33.0,19.6,0.0
2017-05-28,南京,27.1,33.8,20.3,0.0
2017-05-29,南京,26.6,33.3,19.7,0.0
2017-05-30,南京,26.0,30.3,21.3,0.0
2017-05-31,南京,28.2,33.0,23.6,0.0
2017-06-01,南京,29.6,33.9,24.8,0.0
2017-06-02,南京,26.4,30.9,22.4,0.0
2017-06-03,南京,26.3,32.0,21.5,0.0
2017-06-04,南京,24.6,29.9,18.9,0.0
2017-06-05,南京,19.0,26.1,16.2,21.4
2017-06-06,南京,20.4,23.7,16.1,3.1
2017-06-07,南京,23.0,28.4,18.3,0.0
2017-06-09,南京,27.0,32.4,22.5,0.0
2017-06-10,南京,22.7,25.0,21.4,245.3
2017-06-11,南京,24.7,29.0,21.6,0.4
2017-07-06,南京,29.5,34.0,26.1,0.0
2017-07-08,南京,28.7,31.0,26.1,0.4
2017-07-19,南京,32.6,35.9,28.9,0.0
2017-07-28,南京,33.8,38.2,29.5,0.0
2017-09-06,南京,23.6,25.9,22.8,4.0
2017-09-10,南京,25.9,30.0,23.6,5.6
